j,B-Frequency
岛,I-Disease
素,I-Disease
抵,I-Disease
抗,I-Disease
和,0
腹,B-Disease
型,I-Disease
肥,I-Disease
胖,I-Disease
尤,0
为,0
突,0
出,0
",",0
空,B-Test
腹,I-Test
血,I-Test
"
",I-Test
糖,I-Test
升,B-Test_Value
高,I-Test_Value
更,0
为,0
明,0
显,0
;,0
而,0
中,0
国,0
人,0
群,0
的,0
饮,0
食,0
以,0
碳,0
水,0
化,0
合,0
物,0
为,0
"
",0
主,0
",",0
1,B-Reason
3,I-Reason
细,I-Reason
胞,I-Reason
功,I-Reason
能,I-Reason
缺,I-Reason
陷,I-Reason
相,0
对,0
更,0
为,0
明,0
显,0
",",0
胰,B-Reason
岛,I-Reason
素,I-Reason
分,I-Reason
泌,I-Reason
和,I-Reason
储,I-Reason
"
",I-Reason
备,I-Reason
能,I-Reason
力,I-Reason
低,I-Reason
",",0
尤,0
其,0
是,0
胰,B-Reason
岛,I-Reason
素,I-Reason
早,I-Reason
相,I-Reason
分,I-Reason
泌,I-Reason
减,I-Reason
退,I-Reason
更,0
严,0
重,0
",",0
因,0
此,0
"
",0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
升,B-Test_Value
高,I-Test_Value
显,0
著,0
",",0
不,0
仅,0
如,0
此,0
",",0
体,0
质,0
指,0
数,0
(,0
B,B-Test
M,I-Test
I,I-Test
),0
虽,0
"
",0
然,0
相,0
对,0
较,B-Test_Value
低,I-Test_Value
但,0
腹,B-Anatomy
部,I-Anatomy
脂,I-Anatomy
肪,I-Anatomy
蓄,0
积,0
较,0
多,0
",",0
高,B-Reason
糖,I-Reason
高,I-Reason
脂,I-Reason
毒,I-Reason
性,I-Reason
及,0
氧,B-Reason
"
",I-Reason
化,I-Reason
应,I-Reason
激,I-Reason
等,0
对,0
1,B-Anatomy
3,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
伤,0
害,0
更,0
明,0
显,0
。,0
"
",0
由,0
此,0
所,0
带,0
来,0
的,0
就,0
是,0
东,0
西,0
方,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
人,0
群,0
的,0
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
治,0
疗,0
理,0
念,0
也,0
应,0
有,0
所,0
不,0
同,0
:,0
西,0
方,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
的,0
治,0
疗,0
主,0
"
",0
要,0
是,0
以,0
改,0
善,0
胰,B-Disease
岛,I-Disease
素,I-Disease
抵,I-Disease
抗,I-Disease
和,0
补,0
充,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
为,0
主,0
的,0
起,0
始,0
"
",0
治,0
疗,0
",",0
例,0
如,0
",",0
多,0
数,0
国,0
家,0
和,0
地,0
区,0
的,0
指,0
南,0
均,0
推,0
荐,0
起,0
始,0
使,0
用,0
"
",0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
",",0
像,0
美,0
国,0
糖,B-Disease
尿,I-Disease
病,I-Disease
协,0
会,0
(,0
A,0
D,0
A,0
),0
/,0
欧,0
洲,0
糖,B-Disease
尿,I-Disease
病,I-Disease
研,0
"
",0
究,0
学,0
会,0
(,0
E,0
A,0
S,0
D,0
),0
联,0
合,0
共,0
识,0
、,0
中,0
国,0
台,0
湾,0
糖,B-Disease
尿,I-Disease
病,I-Disease
临,0
床,0
照,0
护,0
指,0
"
",0
引,0
、,0
英,0
国,0
国,0
家,0
健,0
康,0
与,0
临,0
床,0
优,0
化,0
研,0
究,0
所,0
(,0
I,0
C,0
E,0
),0
l,0
l,0
台,0
i,0
床,0
指,0
南,0
、,0
"
",0
国,0
际,0
糖,B-Disease
尿,I-Disease
病,I-Disease
联,0
盟,0
(,0
I,0
D,0
F,0
),0
欧,0
洲,0
指,0
南,0
;,0
而,0
美,0
国,0
内,0
分,0
泌,0
医,0
师,0
协,0
"
",0
会,0
/,0
美,0
国,0
内,0
分,0
泌,0
学,0
会,0
(,0
A,0
A,0
C,0
E,0
/,0
A,0
C,0
E,0
),0
专,0
家,0
共,0
识,0
则,0
指,0
出,0
",",0
"
",0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
、,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
、,0
基,B-Method
础,I-Method
一,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
或,0
餐,B-Method
时,I-Method
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
一,B-Frequency
日,I-Frequency
多,I-Frequency
次,I-Frequency
注,0
射,0
、,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
/,0
3,0
1,0
-,0
-,0
甲,B-Drug
双,I-Drug
胍,I-Drug
这,0
四,0
种,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
中,0
任,0
一,0
种,0
均,0
可,0
作,0
为,0
起,0
始,0
治,0
疗,0
。,0
《,0
成,0
人,0
2,B-Disease
型,I-Disease
"
",I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
胰,B-Drug
岛,I-Drug
素,I-Drug
临,0
床,0
应,0
用,0
的,0
中,0
国,0
专,0
家,0
共,0
识,0
》,0
的,0
一,0
个,0
主,0
要,0
"
",0
特,0
点,0
就,0
是,0
提,0
出,0
",",0
中,0
国,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
更,0
需,0
要,0
适,0
时,0
启,0
动,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
",",0
而,0
且,0
基,0
于,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
更,0
为,0
常,0
见,0
",",0
在,0
干,0
预,0
策,0
"
",0
略,0
上,0
",",0
应,0
同,0
时,0
针,0
对,0
p,B-Reason
细,I-Reason
胞,I-Reason
功,I-Reason
能,I-Reason
缺,I-Reason
陷,I-Reason
和,0
胰,B-Reason
岛,I-Reason
素,I-Reason
作,I-Reason
用,I-Reason
障,I-Reason
碍,I-Reason
"
",0
两,0
个,0
方,0
面,0
",",0
兼,0
顾,0
基,B-Method
础,I-Method
和,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
;,0
同,0
时,0
考,0
虑,0
我,0
国,0
2,B-Disease
"
",I-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
的,0
疾,0
病,0
特,0
点,0
和,0
现,0
实,0
社,0
会,0
因,0
素,0
",",0
推,0
荐,0
基,B-Method
础,I-Method
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
和,0
预,B-Method
混,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
均,0
可,0
作,0
为,0
口,0
服,0
药,0
失,0
效,0
或,0
血,B-Test
糖,I-Test
较,B-Test_Value
高,I-Test_Value
"
",0
的,0
新,0
诊,0
断,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
的,0
一,0
线,0
治,0
疗,0
方,0
案,0
。,0
"
",0
适,0
用,0
人,0
群,0
"
",0
该,0
共,0
识,0
建,0
议,0
",",0
对,0
于,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
",",0
以,0
下,0
情,0
况,0
"
",0
应,0
给,0
予,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
(,0
暂,0
不,0
考,0
虑,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
治,0
疗,0
),0
:,0
"
",0
(,0
1,0
),0
急,B-Disease
性,I-Disease
并,I-Disease
发,I-Disease
症,I-Disease
或,0
严,B-Disease
重,I-Disease
慢,I-Disease
性,I-Disease
并,I-Disease
发,I-Disease
症,I-Disease
;,0
(,0
2,0
),0
应,B-Disease
激,I-Disease
情,0
"
",0
况,0
(,0
感,B-Disease
染,I-Disease
、,0
外,B-Disease
伤,I-Disease
、,0
手,B-Disease
术,I-Disease
等,0
),0
;,0
(,0
3,0
),0
严,B-Disease
重,I-Disease
合,I-Disease
并,I-Disease
症,I-Disease
",",0
"
",0
肝,B-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
;,0
(,0
4,0
),0
妊,0
娠,0
期,0
间,0
。,0
而,0
以,0
下,0
情,0
况,0
可,0
给,0
"
",0
予,0
胰,B-Drug
岛,I-Drug
素,I-Drug
单,0
药,0
治,0
疗,0
",",0
亦,0
可,0
给,0
予,0
口,0
服,0
药,0
和,0
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
合,0
"
",0
应,0
用,0
:,0
(,0
1,0
),0
新,0
诊,0
断,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
",",0
糖,0
化,0
血,0
红,0
蛋,0
白,0
"
",0
(,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
),0
1,0
>,B-Test_Value
9,I-Test_Value
.,I-Test_Value
0,I-Test_Value
%,I-Test_Value
且,0
糖,B-Disease
尿,I-Disease
病,I-Disease
症,0
状,0
明,0
显,0
;,0
(,0
2,0
),0
在,0
采,0
用,0
"
",0
有,0
效,0
的,0
生,0
活,0
方,0
式,0
干,0
预,0
及,0
2,0
种,0
或,0
2,0
种,0
以,0
上,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
次,0
大,0
"
",0
剂,0
量,0
治,0
疗,0
3,B-Duration
个,I-Duration
月,I-Duration
后,0
血,B-Test
糖,I-Test
仍,0
不,0
达,0
标,0
(,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
7,I-Test_Value
.,I-Test_Value
0,I-Test_Value
%,I-Test_Value
),0
的,0
"
",0
患,0
者,0
;,0
(,0
3,0
),0
病,0
程,0
中,0
出,0
现,0
无,0
确,0
切,0
诱,0
因,0
的,0
体,B-Test
重,I-Test
下,B-Test_Value
降,I-Test_Value
者,0
。,0
"
",0
临,0
床,0
用,0
法,0
"
",0
(,0
1,0
),0
基,0
本,0
原,0
则,0
"
",0
该,0
共,0
识,0
的,0
另,0
一,0
个,0
显,0
著,0
特,0
点,0
就,0
是,0
强,0
调,0
要,0
综,0
合,0
考,0
虑,0
疗,0
"
",0
效,0
与,0
安,0
全,0
性,0
、,0
患,0
者,0
病,0
情,0
与,0
能,0
力,0
、,0
支,0
付,0
能,0
力,0
(,0
经,0
济,0
水,0
平,0
"
",0
和,0
医,0
疗,0
保,0
障,0
),0
等,0
多,0
种,0
因,0
素,0
",",0
选,0
择,0
适,0
宜,0
的,0
治,0
疗,0
方,0
案,0
",",0
详,0
"
",0
见,0
表,0
2,0
和,0
图,0
1,0
。,0
"
",0
(,0
2,0
),0
联,0
合,0
用,0
药,0
"
",0
药,0
物,0
的,0
合,0
理,0
联,0
用,0
可,0
以,0
避,0
免,0
或,0
减,0
少,0
药,0
物,0
不,0
良,0
反,0
应,0
产,0
"
",0
生,0
。,0
该,0
共,0
识,0
推,0
荐,0
采,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
/,I-Drug
口,I-Drug
服,I-Drug
药,I-Drug
联,0
合,0
方,0
案,0
以,0
增,0
加,0
"
",0
降,0
糖,0
疗,0
效,0
",",0
同,0
时,0
减,0
少,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
潜,0
在,0
的,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
和,0
体,B-SideEff
重,I-SideEff
"
",I-SideEff
增,I-SideEff
加,I-SideEff
的,0
不,0
良,0
反,0
应,0
。,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
与,0
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
用,0
可,0
减,0
少,0
体,B-SideEff
重,I-SideEff
"
",I-SideEff
增,I-SideEff
加,I-SideEff
",",0
减,0
少,0
外,0
源,0
性,0
胰,B-Drug
岛,I-Drug
素,I-Drug
用,0
量,0
;,0
葡,B-Drug
萄,I-Drug
糖,I-Drug
苷,I-Drug
酶,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
与,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
用,0
在,0
有,0
效,0
改,0
善,0
血,B-Test
糖,I-Test
的,0
同,0
时,0
",",0
可,0
减,0
少,0
胰,B-Drug
岛,I-Drug
素,I-Drug
用,0
"
",0
量,0
",",0
减,0
少,0
体,B-Test
重,I-Test
增,0
加,0
的,0
幅,0
度,0
和,0
趋,0
势,0
。,0
因,0
此,0
",",0
在,0
无,0
禁,0
忌,0
证,0
"
",0
基,B-Method
础,I-Method
"
",0
基,B-Method
础,I-Method
+,I-Method
餐,I-Method
时,I-Method
"
",0
预,0
混,0
"
",0
不,0
愿,0
意,0
接,0
受,0
1,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
或,I-Frequency
3,I-Frequency
次,I-Frequency
"
",0
注,0
射,0
;,0
对,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
存,0
在,0
心,0
"
",0
理,0
抗,0
拒,0
;,0
畏,0
惧,0
注,0
射,0
"
",0
期,0
望,0
更,0
严,0
格,0
的,0
血,B-Test
糖,I-Test
控,0
制,0
;,0
"
",0
愿,0
意,0
接,0
受,0
多,0
次,0
胰,B-Drug
岛,I-Drug
素,I-Drug
注,0
射,0
;,0
"
",0
愿,0
意,0
监,0
测,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
;,0
因,0
吃,0
零,0
"
",0
食,0
而,0
愿,0
意,0
注,0
射,0
胰,B-Drug
岛,I-Drug
素,I-Drug
"
",0
不,0
愿,0
意,0
接,0
受,0
1,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
以,I-Frequency
上,I-Frequency
注,0
"
",0
射,0
;,0
不,0
愿,0
意,0
在,0
中,B-Frequency
餐,I-Frequency
注,0
射,0
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
;,0
吃,0
零,0
食,0
但,0
是,0
不,0
愿,0
注,0
射,0
胰,B-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
"
",0
热,0
点,0
话,0
题,0
I,0
H,0
o,0
t,0
 ,0
T,0
o,0
p,0
i,0
c,0
"
",0
的,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
中,0
均,0
可,0
采,0
用,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
或,0
糖,B-Drug
苷,I-Drug
酶,I-Drug
抑,I-Drug
制,I-Drug
"
",I-Drug
剂,I-Drug
与,0
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
用,0
。,0
而,0
胰,B-Drug
岛,I-Drug
素,I-Drug
促,I-Drug
泌,I-Drug
剂,I-Drug
也,0
潜,0
在,0
有,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
和,0
"
",0
体,B-SideEff
重,I-SideEff
增,I-SideEff
加,I-SideEff
的,0
不,0
良,0
反,0
应,0
",",0
所,0
以,0
除,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
外,0
",",0
不,0
建,0
议,0
"
",0
其,0
与,0
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
用,0
。,0
"
",0
(,0
3,0
),0
特,0
殊,0
情,0
况,0
"
",0
①,0
肥,B-Disease
胖,I-Disease
患,0
者,0
:,0
共,0
识,0
指,0
出,0
",",0
在,0
积,0
极,0
使,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
的,0
"
",0
同,0
时,0
",",0
还,0
应,0
注,0
意,0
合,0
理,0
使,0
用,0
以,0
避,0
免,0
过,0
度,0
应,0
用,0
",",0
对,0
于,0
肥,B-Disease
胖,I-Disease
"
",0
(,0
B,B-Test
M,I-Test
l,I-Test
>,B-Test_Value
2,I-Test_Value
8,I-Test_Value
千,I-Test_Value
克,I-Test_Value
/,I-Test_Value
米,I-Test_Value
2,I-Test_Value
),0
的,0
患,0
者,0
",",0
应,0
在,0
口,B-Drug
服,I-Drug
药,I-Drug
充,0
分,0
治,0
疗,0
的,0
"
",0
基,0
础,0
上,0
再,0
考,0
虑,0
起,0
始,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
。,0
②,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
:,0
对,0
已,0
"
",0
合,0
并,0
心,B-Disease
脑,I-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
或,0
危,0
险,0
因,0
素,0
的,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
",",0
或,0
"
",0
是,0
老,B-Disease
年,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
",",0
过,0
于,0
激,0
进,0
的,0
降,0
糖,0
治,0
疗,0
可,0
能,0
产,0
生,0
潜,0
"
",0
在,0
的,0
风,0
险,0
",",0
进,0
而,0
抵,0
消,0
或,0
掩,0
盖,0
其,0
潜,0
在,0
的,0
心,0
血,0
管,0
获,0
益,0
。,0
由,0
"
",0
于,0
脑,B-Anatomy
组,I-Anatomy
织,I-Anatomy
代,0
谢,0
的,0
特,0
殊,0
性,0
",",0
卒,B-Disease
中,I-Disease
患,0
者,0
对,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
的,0
耐,0
受,0
性,0
"
",0
更,0
低,0
。,0
然,0
而,0
脑,B-Disease
血,I-Disease
管,I-Disease
疾,I-Disease
病,I-Disease
在,0
我,0
国,0
发,0
病,0
率,0
显,0
著,0
高,0
于,0
西,0
方,0
国,0
"
",0
家,0
",",0
因,0
此,0
在,0
使,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
时,0
",",0
更,0
加,0
需,0
要,0
注,0
意,0
采,0
取,0
相,0
对,0
宽,0
"
",0
松,0
的,0
降,0
糖,0
治,0
疗,0
策,0
略,0
与,0
目,0
标,0
值,0
",",0
避,0
免,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
的,0
发,0
生,0
。,0
③,0
"
",0
肾,B-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
患,0
者,0
:,0
这,0
类,0
患,0
者,0
的,0
肾,B-Anatomy
脏,I-Anatomy
对,0
胰,B-Drug
岛,I-Drug
素,I-Drug
的,0
降,0
解,0
明,0
"
",0
显,0
减,0
少,0
",",0
同,0
时,0
胰,B-Drug
岛,I-Drug
素,I-Drug
排,0
出,0
速,0
率,0
下,0
降,0
",",0
胰,B-Drug
岛,I-Drug
素,I-Drug
可,0
能,0
在,0
体,0
"
",0
内,0
蓄,0
积,0
",",0
患,0
者,0
出,0
现,0
氮,B-Disease
质,I-Disease
血,I-Disease
症,I-Disease
时,0
[,0
血,0
液,0
中,0
尿,B-Test
素,I-Test
氮,I-Test
超,B-Test_Value
过,I-Test_Value
9,I-Test_Value
毫,I-Test_Value
"
",I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
(,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
、,0
肌,B-Test
酐,I-Test
超,0
过,0
1,B-Test_Value
7,I-Test_Value
8,I-Test_Value
微,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
(,I-Test_Value
u,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
"
",I-Test_Value
L,I-Test_Value
),I-Test_Value
],I-Test_Value
应,0
根,0
据,0
血,B-Test
糖,I-Test
监,0
测,0
情,0
况,0
及,0
时,0
减,0
少,0
和,0
调,0
整,0
胰,B-Drug
岛,I-Drug
素,I-Drug
用,0
量,0
",",0
"
",0
表,0
2,0
主,0
要,0
胰,0
岛,0
素,0
治,0
疗,0
方,0
案,0
的,0
特,0
点,0
"
",0
需,0
要,0
他,0
人,0
给,0
予,0
协,0
助,0
完,0
成,0
"
",0
注,0
射,0
(,0
每,0
日,0
1,0
次,0
即,0
可,0
),0
;,0
"
",0
每,0
日,0
饮,0
食,0
不,0
规,0
律,0
;,0
能,0
够,0
"
",0
使,0
用,0
注,0
射,0
器,0
或,0
注,0
射,0
笔,0
"
",0
准,0
确,0
计,0
算,0
碳,0
水,0
化,0
合,0
物,0
的,0
"
",0
量,0
;,0
具,0
有,0
糖,0
尿,0
病,0
知,0
识,0
;,0
"
",0
能,0
够,0
根,0
据,0
碳,0
水,0
化,0
合,0
物,0
换,0
"
",0
算,0
调,0
整,0
胰,0
岛,0
素,0
剂,0
量,0
"
",0
糖,0
尿,0
病,0
自,0
我,0
管,0
理,0
能,0
力,0
有,0
"
",0
限,0
;,0
患,0
者,0
视,0
力,0
受,0
限,0
;,0
认,0
"
",0
知,0
功,0
能,0
受,0
限,0
;,0
需,0
要,0
他,0
人,0
"
",0
给,0
予,0
协,0
助,0
完,0
成,0
注,0
射,0
:,0
能,0
"
",0
够,0
完,0
成,0
1,0
日,0
2,0
次,0
注,0
射,0
"
",0
碳,0
水,0
化,0
合,0
物,0
摄,0
入,0
量,0
中,0
"
",0
等,0
;,0
极,0
少,0
吃,0
零,0
食,0
"
",0
生,0
活,0
不,0
规,0
律,0
;,0
进,0
餐,0
时,0
"
",0
间,0
灵,0
活,0
;,0
运,0
动,0
量,0
变,0
化,0
"
",0
大,0
;,0
经,0
常,0
出,0
差,0
旅,0
行,0
;,0
"
",0
倒,0
班,0
工,0
作,0
"
",0
进,0
餐,0
时,0
间,0
规,0
律,0
;,0
碳,0
水,0
"
",0
化,0
合,0
物,0
量,0
规,0
律,0
;,0
早,0
餐,0
"
",0
和,0
晚,0
餐,0
间,0
隔,0
时,0
间,0
少,0
于,0
"
",0
1,0
0,0
~,0
1,0
2,0
小,0
时,0
;,0
很,0
少,0
"
",0
吃,0
零,0
食,0
"
",0
主,0
要,0
表,0
现,0
为,0
空,0
腹,B-Test
高,I-Test
血,B-Test
糖,I-Test
"
",0
餐,0
后,0
高,0
血,B-Test
糖,I-Test
主,0
要,0
依,0
赖,0
口,0
"
",0
服,0
药,0
"
",0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
高,0
和,0
(,0
或,0
),0
餐,B-Test
"
",I-Test
后,I-Test
血,I-Test
糖,I-Test
高,0
"
",0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
升,0
高,0
(,0
而,0
且,0
),0
"
",0
全,0
天,0
血,B-Test
糖,I-Test
均,0
升,0
高,0
"
",0
来,0
源,0
:,0
Ⅸ,0
成,0
人,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
胰,0
岛,0
素,0
临,0
床,0
应,0
用,0
的,0
中,0
国,0
专,0
家,0
共,0
识,0
》,0
"
",0
2,0
种,0
或,0
以,0
上,0
E,B-Method
l,I-Method
服,I-Method
降,I-Method
糖,I-Method
药,I-Method
失,0
效,0
的,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
 ,0
新,0
诊,0
断,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
9,I-Test_Value
 ,I-Test_Value
O,I-Test_Value
%,I-Test_Value
或,0
合,0
并,0
严,0
重,0
并,0
发,0
症,0
的,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
"
",0
、,0
",",0
二,0
二,0
>,0
—,0
<,0
"
",0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
目,I-Frequency
1,I-Frequency
次,I-Frequency
睡,B-Frequency
前,I-Frequency
注,I-Frequency
射,I-Frequency
或,0
 ,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
曰,I-Frequency
1,I-Frequency
次,I-Frequency
睡,B-Frequency
前,I-Frequency
+,0
餐,B-Frequency
前,I-Frequency
胰,B-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
日,I-Frequency
1,I-Frequency
次,I-Frequency
"
",0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
日,I-Frequency
1,I-Frequency
次,I-Frequency
晚,B-Method
餐,I-Method
前,I-Method
注,I-Method
射,I-Method
r,0
_,0
—,0
磊,0
i,0
_,0
 ,0
注,0
射,0
或,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
日,I-Frequency
早,B-Method
餐,I-Method
前,I-Method
及,I-Method
晚,I-Method
餐,I-Method
前,I-Method
注,I-Method
射,I-Method
"
",0
不,0
达,0
标,0
"
",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
c,0
"
",0
不,0
达,0
标,0
"
",0
、,0
 ,0
r,0
 ,0
、,0
 ,0
r,0
 ,0
、,0
 ,0
",",0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
强,0
化,0
治,0
疗,0
(,0
基,B-Method
础,I-Method
+,I-Method
餐,I-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
或,0
持,0
续,0
皮,B-Method
下,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
输,B-Method
注,I-Method
),0
"
",0
来,0
源,0
:,0
《,0
成,0
",",0
’,0
。,0
z,0
型,0
捃,0
乐,0
病,0
胰,B-Drug
岛,I-Drug
素,I-Drug
临,0
尿,0
应,0
用,0
的,0
中,0
国,0
专,0
冢,0
共,0
识,0
》,0
"
",0
图,0
1,0
 ,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
胰,B-Drug
岛,I-Drug
素,I-Drug
临,0
床,0
使,0
用,0
路,0
径,0
图,0
"
",0
使,0
血,B-Test
糖,I-Test
维,0
持,0
在,0
适,0
当,0
范,0
围,0
内,0
",",0
并,0
且,0
优,0
先,0
选,0
择,0
短,0
效,0
或,0
速,0
效,0
 ,0
由,0
此,0
可,0
见,0
",",0
胰,B-Reason
岛,I-Reason
素,I-Reason
早,I-Reason
相,I-Reason
分,I-Reason
泌,I-Reason
异,I-Reason
常,I-Reason
不,0
仅,0
是,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
"
",0
胰,B-Method
岛,I-Method
素,I-Method
剂,0
型,0
。,0
 ,0
病,0
的,0
早,0
期,0
表,0
现,0
",",0
并,0
将,0
持,0
续,0
整,0
个,0
病,0
程,0
",",0
同,0
时,0
也,0
是,0
餐,B-Symptom
后,I-Symptom
高,I-Symptom
"
",I-Symptom
血,I-Symptom
糖,I-Symptom
的,0
主,0
要,0
原,0
因,0
。,0
《,0
中,0
国,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
餐,B-Symptom
后,I-Symptom
高,I-Symptom
血,I-Symptom
糖,I-Symptom
"
",0
餐,0
时,0
胰,B-Drug
岛,I-Drug
素,I-Drug
:,0
 ,0
《,0
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
.,0
『,0
以,0
物,0
临,0
床,0
应,0
用,0
 ,0
管,0
理,0
专,0
家,0
共,0
识,0
》,0
建,0
议,0
",",0
短,B-Drug
效,I-Drug
人,I-Drug
胰,I-Drug
